Entity1,Entity2,Relation,Example
北京汽车,百度,company/company/cooperate,美国时间2017年1月6日，百度智能汽车（BaiduIntelligent Vehicle）与北京汽车股份有限公司（BAIC Motor Corporation Ltd.）在CES共同发声：双方在智能汽车领域达成战略合作，将共同推进汽车行业智能化升级。
比亚迪,广升,company/company/cooperate,广升作为比亚迪FOTA领域战略合作伙伴应邀出席
福特,Argo AI,company/company/cooperate,Nair 说：与 Argo AI 的合作将为福特在汽车和技术行业的交叉领域提供独特的竞争优势，这种开放式合作不同于任何其他合作伙伴关系，因为这种关系允许我们将创业公司的发展速度与福特在技术商业化（scaling technology）、系统集成和车辆设计等方面的优势结合起来
福特,Argo AI,company/company/cooperate,Argo AI的灵活性，结合福特的规模化，双方的合作将同时体现技术型初创企业的独特优势，以及汽车制造业的自动驾驶汽车的领先研发经验和规范
福特,Velodyne,company/company/cooperate,为了实现这一目标，福特在去年以投资或者合作的方式，和Civil Maps、Velodyne、SAIPS与Nirenberg Neuroscience这四家初创公司签订合作协议，共同研发无人驾驶汽车相关技术
工商银行,百度,company/company/cooperate,“在线办卡”是工商银行与百度公司合作的重要一步
苹果, SAP,company/company/cooperate,在本届移动世界大会(MWC 2017)上， 企业应用 软件公司 SAP 披露了其与苹果合作的更多细节
宝马,王者荣耀,company/company/cooperate,王者荣耀刚刚发不了和宝马合作的消息，同一时间也公布了宝马合作皮肤
京东,银联,company/company/cooperate,当时，陈生强强调，支付市场格局未定，京东金融将携手银联着眼下一代支付产品的创新，将给未来支付市场带来大的变局
一汽,大众,company/company/cooperate,一汽主要和大众合作
中国人寿,百度,company/company/cooperate,"中国人寿保险（集团）公司与百度集团（Baidu,Inc.）在广发金融中心举行了战略合作协议签约仪式"
吉利,湖南省政府,company/company/cooperate,2月10日，湖南省政府与吉利集团签署了战略合作框架协议，双方将在现有投资的基础上开展新的深度合作，2月15日，记者在吉利汽车湘潭基地新能源SUV项目建设现场，看到了撸起袖子加油干的火热施工场景
希捷公司,大疆,company/company/cooperate,"希捷公司将与无人机制造商大疆公司合作,旨在为其无人机开发机载存储方案"
吉利,湖南省政府,company/company/cooperate,根据湖南省政府与吉利集团签署的合作协议，湖南省、湘潭市将支持吉利汽车湘潭基地新能源SUV项目的建设，加快SUV整车生产线竣工投产、整车下线，继续扩大湘潭基地整车产能规模，同时，推动湖南吉利汽车职业技术学院进一步办出特色，形成品牌，为湖南省中高端制造业发展和产业升级提供人才储备和保障
百度,雅虎,company/company/cooperate,网易科技讯12月1日消息，近日，百度日本宣布与雅虎日本达成合作，为中国访日游客提供更多旅游和电商购物选择，同时还将为日本企业拓展面向中国消费者的广告渠道，创造更多销售机会。
京东,银联,company/company/cooperate,” 2017年1月，京东金融与中国银联达成战略合作，双方在移动支付产品创新、联名卡、大数据应用、农村金融、国际业务等八大项领域展开深度合作
福特,Argo AI,company/company/cooperate,可以说在业内，这家公司已经因为这两位创始人的 Google + Uber 的经历变得不平凡了，虽然目前团队成员还是「不能说的秘密」，但合作的发布会上，Argo AI 还计划从福特内外部召集最有经验的机器人专家和自动驾驶领域的工程师，至今年年底，Argo AI 预计将拥有逾 200 位团队成员，分别位于匹兹堡的公司总部、位于密歇根东南部及加利福尼亚湾区的分部
京东,银联,company/company/cooperate,2017年1月4日消息，中国银联同京东金融签署战略合作协议，并宣布后者旗下支付公司正式成为银联收单成员机构
雪铁龙,通用,company/company/cooperate,通用汽车称，“通用汽车和标致雪铁龙集团会定期就其它业务拓展与合作的可能性进行探讨，研究多种战略性选择以提高利润率和运营效率，其中包括标致雪铁龙集团对欧宝和沃克斯豪尔可能进行的收购
诺基亚,联发科,company/company/cooperate,通过与诺基亚合作，联发科正在为移动运营商带来他们所需要的端到端解决方案
百度,小鱼儿科技,company/company/cooperate,作为全球最大的中文搜索引擎，百度在此间发布了具有划时代意义的对话式人工智能操作系统DuerOS，同时宣布与北京小鱼儿科技有限公司(以下简称小鱼在家)达成深度战略合作。
申通,安厨,company/company/cooperate,申通快递拥有完善的乡镇服务网点，而安厨县域农业电商模式的可复制性，使得两者的合作模式可以在短时间内迅速拓展
阿里,上汽,company/company/cooperate,配置方面，名爵ZS搭载了上汽与阿里合作开发的智能互联系统，具备科技感十足的操作体验
京东,沃尔玛,company/company/cooperate,“为什么京东要花大价钱收购1号店，就是看中了与沃尔玛的合作
奔驰,索伯,company/company/cooperate,八十年代末，奔驰和索伯合作重返耐力赛场
腾讯,工商银行,company/company/cooperate,而随着腾讯联合中国工商银行的进入，微黄金是不带杆杠，以实物交易微型化，娱乐化的成为“微盘”的新贵
京东,沃尔玛,company/company/cooperate,”在业内人士看来，京东收购1号店并联姻沃尔玛、投资永辉超市、整合达达与京东到家都是为了对战天猫超市
一汽,东风,company/company/cooperate,此次一汽和东风的合作，多年来国内车企技术创新合作或许能够得到进一步推进
通用,PSA,company/company/cooperate,早在2012年，通用和PSA就已经成立了合作联盟，在欧洲推行了三个项目，并且还在进一步的扩大合作范围
银泰集团,阿里巴巴,company/company/cooperate,2013年5月28日，银泰集团与阿里巴巴共同打造“中国智能物流骨干网”项目，即菜鸟网络，首期投资额1000亿人民币，由阿里牵头，银泰集团为第二大股东。
克莱斯勒,谷歌,company/company/cooperate,去年年中，菲亚特克莱斯勒（以下简称“菲克”）与谷歌达成协议，双方在自动驾驶技术领域达成合作，这也是谷歌首次与主流汽车制造商合作，可谓强强联合
申通,安厨,company/company/cooperate,2月15日，县域农业电商服务商安厨宣布和物流巨头申通达成战略合作，双方将在市场开拓、安全农产品进城、完善城乡配送网络和优化县域物流快递体系等方面开展深度合作
阿里巴巴,银泰,company/company/cooperate,早在2013年，阿里巴巴便与银泰展开战略合作，包括淘品牌入驻银泰、银泰在天猫超市开线上超市，推出逛街APP“喵街”等
福特,Argo AI,company/company/cooperate,而和 Argo AI 的合作就是为福特的 L4 级别的全自动驾驶车辆提供虚拟驾驶系统，这也同样是福特缺少的，未来福特虚拟驾驶系统的研发团队将与 Argo AI 的机器人技术人才和专业知识进行整合
腾讯,myMoney,company/company/cooperate,2016年12月，市场领先的海外学费支付公司myMoney正式与腾讯展开了战略合作，布局海外移动支付市场，将国内最火热的微信支付带入到了英国的日常消费市场，联手为身在英伦的海外华人及商家提供当前最为便捷及有效的移动支付方式
吉利,宝腾,company/company/cooperate,吉利和宝腾的合作完全靠谱
阿里云,中译语通,company/company/cooperate,据悉，译见的数据量可达到EB级别，不仅如此，中译语通与海尔达成共建大数据实验室共识，又在云栖大会与阿里云达成大数据战略合作协议，可以预见，中译语通的明天将会更加值得期待
克莱斯勒,谷歌,company/company/cooperate,克莱斯勒找到的合作伙伴是谷歌的无人驾驶部门谷歌的自动驾驶汽车项目Waymo，截至去年年底，它们已经生产出了一些搭载着无人驾驶技术的汽车；而戴姆勒的合作方则是Uber，它们刚刚宣布了合作的消息，在这次合作中，Uber方面将会为戴姆勒提供出行的算法等软件技术
中兴,英特尔,company/company/cooperate,中兴通讯与英特尔公司合作，发布了面向5G的下一代IT基带产品
阿里,上汽,company/company/cooperate,此外，阿里除和上汽合作外，也和力帆集团合作
腾讯,京东,company/company/cooperate,京东牵手腾讯，想要对标亚马逊，而亚马逊的核心竞争优势是技术和物流
一汽,大众,company/company/cooperate,无奈之下，一汽集团和德国大众集团合作，在大众集团技术研发的帮助下，硬生生把克莱斯勒的发动机，装进了大众奥迪的车身里
苹果,华盛顿大学,company/company/cooperate,苹果在西雅图也将和华盛顿大学展开合作，共同研发人工智能
奥迪,上汽,company/company/cooperate,"奥迪经销商联会早在去年十月就开始筹备，2016年11月14日，上汽集团(24.900, 0.00, 0.00%)发布正式公告，官方确认了将与奥迪展开合作"
诺基亚,三星电子,company/company/cooperate,三星电子宣布将与诺基亚携手合作，确保各供应商各系列产品与5G技术的兼容性
通用,Lyft,company/company/cooperate,2月17日，据消息人士，通用汽车公司计划在2018年与共享出行公司Lyft合作，在后者的车队中部署数千辆具自动驾驶功能的雪佛兰Bolt
阿里云,饿了么,company/company/cooperate,这就是饿了么和它的好伙伴阿里云
诺基亚,中国移动,company/company/cooperate,作为中国移动“5G联合创新中心”的首批合作伙伴，诺基亚与中国移动在2015年10月签署了5G战略合作备忘录
工商银行,兖矿集团,company/company/cooperate,长期以来，工商银行与兖矿集团在多领域开展紧密合作
腾讯,美的集团,company/company/cooperate,"记者郑志辉报道 1月5日,腾讯QQ和美的集团在深圳正式签署战略合作协议,双方将共同构建基于IP授权与物联云技术的深度合作,实现家电产品的连接、对话和远程控制"
通用,雪铁龙,company/company/cooperate,012年2月通用汽车与标致雪铁龙结成联盟，双方协商在生产、采购和研发等方面进行合作，当时通用汽车还斥资3亿欧元收购了后者大约7%的股份，成为第二大股东，并且已经有“标致雪铁龙收购欧宝或双方合并”的消息传出
雷克萨斯,Mark Levinson,company/company/cooperate,雷克萨斯也充分认识和认可这一点，所以他们决定要与音响品牌Mark Levinson合作
克莱斯勒,谷歌,company/company/cooperate,比如，通用汽车公司就以10亿美元买下了位于旧金山的Cruise Automation公司，并向打车服务公司Lyft投资了5亿美元;菲亚特克莱斯勒与谷歌旗下的自动驾驶公司Waymo保持紧密合作;沃尔沃与Uber达成了3亿美元的合作项目;福特自己也已经投资了研发车载激光雷达的Velodyne公司，以及以色列研发机器学习和计算机视觉的公司SAIPS
联想,腾讯,company/company/cooperate,"Meta曾经由李嘉诚旗下的维港投资、联想和腾讯投资,公司一直声称将在2016年末出货,但迟迟未见动静,一度被外媒视为跳票"
保时捷,华为,company/company/cooperate,这也证明了华为这个品牌的魄力！不过跟保时捷合作后，价格真的是让人伤不起，光发布价格都近万了，后来市面上价格被炒至2万元左右
雷克萨斯,Mark Levinson,company/company/cooperate,Mark Levinson和雷克萨斯从2001年就开始合作
京东,银联,company/company/cooperate,同时，基于双方战略合作，下一步银联与京东金融将联合金融机构，在云闪付、互联网支付等领域开展支付方面的实践
诺基亚,联发科,company/company/cooperate,通过与联发科技的合作，诺基亚将用下一代无线技术，把人和万物更快地连接起来
京东,田园香生鲜集团,company/company/cooperate,近日，京东又增添了一家新合作伙伴，与湖南田园香生鲜集团正式签约
中国人寿,百度,company/company/cooperate,此次中国人寿与百度集团的战略合作，是资本与技术的强强联合
奇瑞,捷豹路虎,company/company/cooperate,自从捷豹路虎与奇瑞合作实现国产化之后，很多消费者便已开始憧憬能用更加合理的价格拥有一部路虎的场景
阿里巴巴,上汽集团,company/company/cooperate,同时，新车搭载了上汽集团与阿里巴巴合作开发的智能互联系统，将支持智能地图导航、语音识别控制、车机账户互联、4G通信以及车载WIFI等
奥迪,一汽,company/company/cooperate,今年1月，一汽集团与奥迪签署《一汽、奥迪十年商业计划》，双方约定在继续深化现有领域合作的基础上，未来十年将广泛地在全新领域开展合作，其中包括：智能互联、移动出行、联合数字化项目、金融服务合作等众多核心业务领域
微软,联盟,company/company/cooperate,目前，联盟正与微软、日本互联网企业 DeNA 和美国国家航空航天局（NASA）等合作伙伴共同研发和测试智能网联和自动驾驶技术
宝马,永达汽车,company/company/cooperate,"未来,永达汽车将继续与宝马厂方深化更紧密的战略合作伙伴关系"
奥迪,上汽,company/company/cooperate,上汽在与奥迪的合作项目中，将会探索出一条全新的销售模式，这个模式非常具有创新性和颠覆性
万合天宜,乐视,company/company/cooperate,"万合天宜与乐视达成正式合作,新项目7月上线"
比亚迪,滴滴出行,company/company/cooperate,比亚迪将与滴滴出行合作，对司机和乘客均建立激励机制
克莱斯勒,谷歌,company/company/cooperate,谷歌的自动驾驶汽车项目Waymo也选择在底特律车展上亮相，与克莱斯勒合作的自动驾驶Pacifica混动版MPV会进行首秀
京东,中国银联,company/company/cooperate,1月4日，中国银联与京东金融签署战略合作协议，并宣布京东金融旗下支付公司成为中国银联收单成员机构
法拉利,壳牌,company/company/cooperate,法拉利跟壳牌就合作了很多年，出厂的新车用的都是壳牌
中国人寿,百度,company/company/cooperate,百度公司日前宣布与中国人寿正式达成战略合作关系
阿里集团,上汽,company/company/cooperate,这一年，上汽荣威与阿里集团合作推出了搭载阿里YunOS的全球首款互联网SUV――荣威RX5，同时荣威RX5自上市开始便成为爆款，仅3个月便月销破万辆，并且还在稳步提升中
苹果, SAP,company/company/cooperate,企业软件巨头 SAP 本周星期一宣布，他们与苹果公司合作开发的iOS Cloud Platform SDK将在3月30日正式发布
索尼,奥林巴斯,company/company/cooperate,传感器5轴防抖功能是奥林巴斯最先推出，而索尼和奥林巴斯合作后让人遐想A7 II是否使用的是奥林巴斯的防抖技术
诺基亚,埃森哲,company/company/cooperate,诺基亚和埃森哲达成战略合作协议，诺基亚将把塞班操作系统的研发外包给埃森哲
上汽,阿里巴巴,company/company/cooperate,毕竟从“技术派”的陈虹接管上汽之后，这家公司的技术体系、营销体系等都发生了很大变化，其与阿里巴巴合作出品的互联网汽车荣威RX5，就是传统汽车企业与互联网企业跨界合作的“最大试水”，而在上汽奥迪项目中尝试新的销售模式，也比较符合陈虹团队的做法
比亚迪,百度,company/company/cooperate,比亚迪与百度合作的无人驾驶车型
富士康,软银,company/company/cooperate,富士康集团和软银关系紧密，此前已经在许多项目上展开合作
奥迪,上汽,company/company/cooperate,实际上此次奥迪与上汽的合作引发的经销商抗议博弈风波
阿里巴巴,海尔,company/company/cooperate,在和阿里巴巴的战略合作中，海尔将阿里巴巴强大的研发能力作为合作重点，对其电视操作系统进行专项优化，并共同培养出专业的技术团队，供其源源不断输出好的产品体验，这些投入最终体现在消费者对海尔系统界面以及操作的满意上
微软,英伟达,company/company/cooperate,目前，英伟达在这两个领域已经开展了广泛合作，其与微软合作，基于NVIDIA DGX-1?超级计算机和微软Azure云端的微软认知工具包（Microsoft Cognitive Toolkit）来加速AI进程
阿里云,软银,company/company/cooperate,在阿里云公布的海外合作名单中，软银、英特尔、电讯盈科、新加坡电信、SK集团C&C等赫然在列，在云服务方面启动本土化运营的思路不言而喻
雪铁龙,欧宝,company/company/cooperate,标致雪铁龙发言人已经证实，双方正在会谈，以进一步加深双边合作，“我们正与欧宝商讨，扩展我们现有项目”，并无更进一步解释
中通,阿里巴巴,company/company/cooperate,阿里巴巴的物流合作伙伴中通快递计划在美国首次公开募股，募集资金不超过13亿美元
丰田,铃木,company/company/cooperate,据路透社报道，此次的合作将会为铃木提供机会接触丰田技术，而丰田也将会从铃木在印度的市场地位中受益
东风,华为,company/company/cooperate,东风联手华为布局自动驾驶 首搭风神AX7
软银,苹果,company/company/cooperate,苹果的主要承包商富士康本月证实，他们正考虑投资70亿美元，和软银合作，在美国生产面板
美团,饿了么,company/company/compete,其实美团与饿了么的竞争是由上至下的
腾讯,京东,company/company/compete,但支付市场留给京东的空间有多少？在目前的支付市场中，蚂蚁金服的支付宝和腾讯旗下的财付通几乎瓜分了互联网支付市场90%的市场份额
阿里巴巴,京东,company/company/compete,在全市场格局上面，阿里巴巴仍然占据农村电商行业的龙头地位，占有率达到了38.8%；排在第二、三位的分别是京东以及抠抠，占有率达到了25.7%和22.6%
雪铁龙,标志,company/company/compete,雪铁龙C3-XR 推荐车型：2015款 1.6L 自动先锋型 在国内主流合资家用品牌当中，雪铁龙的表现一直较低调，产品竞争力相对要差些，于去年12月份才推出了旗下首款SUV车型C3-XR，它与标致2008同平台，推出脚步上明显晚了别人一大截，一上市就得面临翼搏、昂科拉、创酷、现代ix25等强劲对手，具有竞争优势的是主流水平的乘坐空间，加速有底气的1.6THP发动机和动态舒适性的底盘，虽然全系没有四驱车型，但是C3-XR的高配车型上却带有多路况适应系统，有公路、雪地和泥地等5种驾驶模式，对通过性能有很大的帮助
蚂蚁金服,京东,company/company/compete,在百度、腾讯、阿里巴巴都有了自己的银行牌照之后，银行牌照缺失的京东金融一直处于体系不完善的状态，金融业务开展也随之落后，更难谈得上与蚂蚁金服竞争
顺丰,京东,company/company/compete,　　2月24日，顺丰控股上市可谓是刷爆全网，在获得较高关注度的同时，当前顺丰在物流层面的最大竞争对手之一的京东，想必也是虎视眈眈、未雨绸缪
美团,饿了么,company/company/compete,若给美团充足的资金，全部都用在与饿了么竞争外卖市场的话，或许饿了么未必有胜算。
阿里,京东,company/company/compete,阿里和京东，现在是平台的竞争，未来是物流的竞争
丰田,斯柯达,company/company/compete,如果丰田率先引入混动版，竞争力将进一步提升，因为它的对手斯柯达明锐等车型还没有这种版本，所以RAV4在这个级别就有绝对优势
高铁,民航,company/company/compete,高铁与民航相比竞争优势被削弱很多
吉利,长城,company/company/compete,长城汽车“魏”品牌车型上市后，所遇到的第一个强有力的竞争对手就是吉利汽车LYNK&CO，二者之间哪个更胜一筹，速递哥会继续关注
支付宝,银联,company/company/compete,与银联竞争，支付宝使出一招苦肉计
奔驰,雷克萨斯,company/company/compete,从上面的尺寸对比可以看到，除了基于非承载车身打造的雷克萨斯LX轴距尺寸落后比较明显之外，奔驰GLS和它的两位小伙伴儿身材相差不多，在空间硬参数难分高下的情况下，车内氛围实际感受、配置侧重方向以及人性化设计就成为这一细分市场的竞争要点，相比竞争对手-奔驰C级，在价格上会有一定的优势
摩拜,ofo,company/company/compete,在布局上，ofo和摩拜的竞争策略又有不同，从校园走出来的ofo一发而不可收拾的扩张到了34个城市
摩拜,ofo,company/company/compete,ofo引入电子锁和GPS系统，开始和摩拜无差别竞争
阿里巴巴,京东,company/company/compete,“多快好省”中的这个“快”，原本是京东拿得出来跟阿里巴巴竞争的优势业务，现在它要放弃物流方面的差异化优势来挣钱了
丰田,福特,company/company/compete,和大众POLO、起亚K2等车型入门级动力比起来，丰田威驰2015款的动力配置还算不错，只有竞争对手福特嘉年华例外，其入门级车型就是1.5L发动机，表现抢眼
奥迪,宝马,company/company/compete,《汽车族》的评选在2010年开创了先河，而轿车组别大奖得主BMW5系Li恰好正是一汽-大众全新奥迪A6L的主要竞争对手
长安,广汽,company/company/compete,长安CS95长宽高为4949/1930/1785mm，轴距达到了2810mm，CS95的尺寸不仅超越了主要竞争对手广汽传祺的GS8，甚至连福特锐界和丰田汉兰达都不是它的对手
阿里,京东,company/company/compete,如果只看交易总额，京东在过去 12 个月的增长虽然放慢了，增长速度还是比阿里高一倍左右
阿里,京东,company/company/compete,人都是要有梦想的，万一实现了呢？ 　　最著名的有两次： 　　在2014年京东上市之前，刘强东接受采访时说，如果我们未来十年，保证像过去一样，用户体验好于阿里，超过它一定是必然的
支付宝,银联,company/company/compete,支付宝pk银联，是公关秀，也是竞争
华为,思科,company/company/compete,华为与思科的竞争寻找好的切入点，形成局部优势产品有自己的优势利用能快速相应本地客户需求
阿里,京东,company/company/compete,京东创始人刘强东VS阿里创始人马云 　　不少人眼里京东和阿里持续上演着“猫狗大战”，长期的线上商超霸主之争不曾停息
阿里,京东,company/company/compete,对手不止阿里 京东东南亚开拓或陷入苦战？??? 然而，在京东准备深耕细作的东南亚市场上，却不乏来自中国的竞争对手，其中，阿里巴巴在东南亚的布局尤为积极
吉利,PSA,company/company/compete,中国吉利（Geely）和法国标致雪铁龙集团（PSA）正在竞购苦苦挣扎的马来西亚汽车制造商、莲花（Lotus）品牌的所有者马来西亚国家汽车工业公司（Proton），未来几日两家集团将提交竞争性报价
阿里,京东,company/company/compete,很多媒体发表出来是说，刘强东说，京东要在2021年超越阿里，也有媒体报道说，刘强东说，京东要在2021年超越阿里天猫
百度,谷歌,company/company/compete,而在退出中国市场之前，谷歌曾遭遇百度等本土对手的激烈竞争
奥迪,宝马,company/company/compete,在2017北美车展上，奥迪正式发布了Q8概念车，其定位为一款Coupe型SUV，未来量产后的竞争对手将直指宝马X6等
三星,乐金电子,company/company/compete,在高端机种部分，三星电子新推出的量子点电视与乐金电子的 OLED 电视竞争将持续延烧
奥迪,宝马,company/company/compete,去年奥迪在华销量增长率仅为3.7%，远低于竞争对手宝马、奔驰的两位数增幅
丰田,日产,company/company/compete,在车身尺寸上，日产途乐最大的竞争对手就是丰田的兰德酷路泽，两款车的车身尺寸基本相当
OPPO,LG,company/company/compete,中国的OPPO、vivo、华为、小米等，在中国本土市场已全面超越了LG，甚至在国外也已超越
唯品会,乐峰,company/company/compete,唯品会在国内电商市场主要的竞争对手乐峰也宣告了阶段性失败
奥迪,宝马,company/company/compete,奥迪Q3全身尺寸长宽高分别为：4385mm x 1831mm x1608mm，轴距长度则为2603mm，与竞争对手宝马X1相比，在长度与轴距上略显不足之外，车身高度与宽度则较为出众，为整车视野与横向空间奠定了良好基础
本田,丰田,company/company/compete,在动力方面，本田的i-MMD超越了丰田的THS-II系统，而在燃油经济性方面，i-MMD也是THS-II的有力竞争者
本田,广汽,company/company/compete,作为广汽本田冠道的兄弟车型，东风本田UR-V的推出不仅实现了本田在华双车战略，未来UR-V上市后也将联手CR-V、XR-V，组成东风本田最强SUV产品阵容，更全面的覆盖国内SUV市场，并与丰田汉兰达、福特锐界等竞争对手展开竞争
华为,三星,company/company/compete,华为的品牌是跟三星竞争的一个高端品牌。
三星,苹果,company/company/compete,《数字时报》指出，三星的竞争对手——苹果、LG及微软也申请了折叠式手机技术专利
百度,搜狗,company/company/compete,后来我们反思进行补救做了搜狗，但还是让百度抢先了
三星,苹果,company/company/compete,2011年以来，苹果和三星一直是全球数一数二的品牌，且一直没有强劲的第三大竞争对手，因此拥有相当可观的利润率
奥迪,宝马,company/company/compete,这样的外观设计也符合新车的产品定位，因为未来奥迪Q8的竞争对手正是宝马X6
本田,大众,company/company/compete,相比于竞争对手大众高尔夫GTI ClubSport S以及即将推出的2018款雷诺梅甘娜RS，本田对这款新车信心十足
腾讯,京东,company/company/compete,但支付市场留给京东的空间有多少？在目前的支付市场中，蚂蚁金服的支付宝和腾讯旗下的财付通几乎瓜分了互联网支付市场90%的市场份额
吉利,哈弗,company/company/compete,同级车型 性价比排第一 作为吉利汽车在成熟SUV平台升级打造的一款全新车型，远景SUV定位为“中级家享SUV”，自2016年8月上市，就面临着哈弗H6等众多强有力对手的激烈竞争
摩拜单车,ofo,company/company/compete,摩拜单车已经累计完成了四轮融资共 5 亿美元，参与投资的包括红杉中国、高瓴资本、腾讯、富士康等，其竞争对手 ofo 的融资总额则为 2 亿美元
奔驰,别克,company/company/compete,对于MPV车型，由于其舒适性、私密性和安全性，逐渐得到更多消费者的偏爱，而奔驰唯雅诺凭借其3200mm超长轴距，出色的安全性能以及至谨工艺，在与别克GL8的竞争中脱颖而出，成为MPV市场的佼佼者
丰田,福特,company/company/compete,"近日获悉,2016款丰田霸道2700现车到店，越野普拉多风靡全球，超值爆惠限时秒杀，丰田普拉多作为国内越野车高端品牌之一，近年来凭借其出色的越野性能、霸道的车型外观在越野车领域的市场份额始终保持在第一的位置，其销售量和保有量另竞争对手通用，福特等难以望其项背，在176个国家市场深受消费者喜爱和推崇"
华为,小米,company/company/compete,华为小米们竞争进入“拼爹”阶段
丰田,福特,company/company/compete,Concept D量产车型 早在2015上海车展上，本田就发布了Concept D的概念车型，该车型定位中型SUV，竞争对手锁定在丰田汉兰达和福特锐界等车型上
三星,索尼,company/company/compete,这家日本品牌公司将着力引进大尺寸有机发光二极管（OLED）电视技术，并在OLED电视机中应用了先进的in-house音视频技术，索尼将成为三星等公司在高端显示器市场上强有力的竞争对手
阿里,京东,company/company/compete,但在阿里豪掷282亿元成为苏宁最大股东后，京东就一直面对天猫/淘宝+苏宁的全方位狙击，尤其是其传统强势的3C品类面临着巨大的压力
淘票票,猫眼,company/company/compete,“淘票票”目前市场占有率不及“猫眼”，屈居第二，不过竞争格局中，它有更强劲的耐力与持久力。
奥迪,奔驰,company/company/compete,奥迪Q8是一款把奔驰GLE轿跑SUV视为竞争对手的中大型轿跑风格SUV
微博,Twitter,company/company/compete,微博的市值2月13日超过美国竞争对手Twitter
百度,360,company/company/compete,360的入口能力非常强，但它缺乏搜狗的技术能力和搜索引擎这种变现工具，如果它拥有搜狗，把两者的能力结合起来，再加上360安全软件的定位以及独特的“商业手段”，对百度能够形成不小的威胁
奥迪,宝马,company/company/compete,17款奥迪Q7无论是造型、配置还是技术，它都有了很大的进步，在未来与奔驰M级、宝马X5之间激烈的竞争是不可避免了
猫眼,淘票票,company/company/compete,未来在线售票领域的竞争主要在猫眼和淘票票之间展开
华为,中兴,company/company/compete,2. 运营业务差距悬殊 中兴与华为的运营商板块的业务收入判若天渊，是二者的主要差距所在
阿里,京东,company/company/compete,作为阿里的竞争对手，京东直接将其农村电商战略取名“千县燎原”
阿里巴巴,京东,company/company/compete,以上观点都是为了说明京东有可能超越阿里成为国内B2C第一平台的理由
阿里,京东,company/company/compete,我们要注意的是，不能忽视了阿里的发展，因为阿里不仅仅是一家B2C企业，而是集B2C、文化娱乐、大数据、金融等众多项目于一身的国际性企业，京东想要追赶阿里，B2C方向是在五年内完全有可能的，但总体上，得需要更多的功夫
阿里,京东,company/company/compete,京东的步步逼近，对阿里来说无疑是最强的挑战
雪铁龙,雷诺,company/company/compete,收购通用汽车旗下的欧宝(Opel)和沃克斯豪尔(Vauxhall)品牌，将为标致雪铁龙集团赢得欧洲乘用车市场16.3%的份额，使其超越法国竞争对手雷诺汽车跃居第二，仅次于德国大众汽车
三星,LG,company/company/compete,而LG的竞争对手三星SDI，也已经公布了可以支持20分钟极速充电，行使600km的电池新技术
奥迪,宝马,company/company/compete,所以奥迪新款RS3纵然有着现在独孤求败一般的动力数据，但是竞争对手依然存在，在我看来宝马M2应该是未来中国市场中最直接的竞争对手
美团,饿了么,company/company/compete,作为国内外卖平台最具竞争力与实力的美团与饿了么，由于市场竞争激烈，双方业务也高度集中和同质化严重
华为,苹果,company/company/compete,除了在国内市场与竞争对手的竞争外，华为也在全球市场与三星和苹果进行竞争，大举投资进行营销宣传工作，特别是它与三星的竞争，广告营销战可谓在全球开打，进行针锋相对的广告牌争夺战，这也造成了它的成本增长
比亚迪,东方之子,company/company/compete,比亚迪G6的长宽高为4860×1825×1463(mm)，与东方之子等主要竞争对手相比并没有占到便宜
迪士尼,华侨城主题公园,company/company/compete,迪士尼在中国也不是没有竞争对手，蝉联世界主题公园集团四强的华侨城主题公园等具备价格优势
三星,Oculus,company/company/compete,但是总总迹象表明在面对索尼PS VR、HTC Vive和三星Gear VR的竞争时，Oculus已经失去了此前的优势
阿里,京东,company/company/compete,虽然之前数年京东和阿里都展开了针尖对麦芒的激烈竞争，但像这样直言挑战尚属首次
吉利,雪铁龙,company/company/compete,英国《金融时报》网站2月21日报道，吉利和法国标致雪铁龙集团正在竞购苦苦挣扎的马来西亚汽车制造商、莲花品牌的所有者马来西亚国家汽车工业公司，未来几日两家集团将提交竞争性报价
摩拜单车,ofo,company/company/compete,摩拜单车和ofo等不同竞争者相互的模式也千差万别
奥迪,宝马,company/company/compete,而与最直接的竞争对手宝马X1相比，奥迪Q3则是要整整小了一圈
阿里,京东,company/company/compete,据了解，在去年6月18日，京东正式在俄罗斯设独立站，借此来夺食阿里速卖通在海外占比最大的俄罗斯市场
百度,360,company/company/compete,搜狗、360等即便搜索返回结果，比百度更精准10%乃至20%，都难以撼动百度在搜索市场中说一不二的地位
阿里,京东,company/company/compete,刘强东的演讲中还表示京东要在2021年前，超越阿里，成为中国第一大B2C平台
奔驰,宝马,company/company/compete,无论是与竞争对手宝马的“i”品牌对阵，还是考虑到电动化的用户需求，奔驰已经宣布的“EQ”子品牌，也将囊括AMG车型
谷歌眼镜,Recon,company/company/compete,谷歌眼镜直接竞争对手Recon，宣布联姻英特尔资本，甚至还暗示与苹果的接触
华为,vivo,company/company/compete,同样来自Canalys的数据显示，在国内市场上，华为以全年7617万的出货量领先第二名OPPO和第三名vivo占据了第一的位置
丰田,福特,company/company/compete,Concept D量产车型 早在2015上海车展上，本田就发布了Concept D的概念车型，该车型定位中型SUV，竞争对手锁定在丰田汉兰达和福特锐界等车型上
美团,饿了么,company/company/compete,外卖O2O半年烧掉几十亿 美团饿了么现恶性竞争
