Entity1,Entity2 ,Relation,Example
苹果,三星,company/company/cooperate,三星为维持与苹果的良好合作关系就对业务进行了拆分重组，不过当时是基于商业信息考虑
诺基亚,三星电子,company/company/cooperate,三星电子宣布将与诺基亚携手合作，确保各供应商各系列产品与5G技术的兼容性
诺基亚,三星,company/company/cooperate,三星与诺基亚于5G技术峰会达成此项合作
诺基亚,埃森哲,company/company/cooperate,诺基亚和埃森哲达成战略合作协议，诺基亚将把塞班操作系统的研发外包给埃森哲
诺基亚,联发科,company/company/cooperate,联发科、诺基亚共同宣布双方将合作开发下一代5G移动通信技术
诺基亚,联发科,company/company/cooperate,通过与诺基亚合作，联发科正在为移动运营商带来他们所需要的端到端解决方案
诺基亚,联发科,company/company/cooperate,共同发展5G这一前沿通信技术是诺基亚与联发科技保持多年紧密合作的最新例证
诺基亚,联发科,company/company/cooperate,通过与联发科技的合作，诺基亚将用下一代无线技术，把人和万物更快地连接起来
诺基亚,Verizon,company/company/cooperate,诺基亚将与Verizon合作部署基于5G技术的新一代视频和娱乐服务
诺基亚,Verizon,company/company/cooperate,Suri宣布诺基亚将与美国最大通信商Verizon合作部署基于5G技术的新一代视频和娱乐服务
HMD Global,富士康,company/company/cooperate,HMD Global 和富士康的合作相当紧密
诺基亚,中国移动,company/company/cooperate,作为中国移动“5G联合创新中心”的首批合作伙伴，诺基亚与中国移动在2015年10月签署了5G战略合作备忘录
HMD,Nokia,company/company/cooperate,Nokia在MWC上还宣布，将会和芬兰赫尔辛基的手机制造商HMD公司达成合作
中兴,英特尔,company/company/cooperate,中兴通讯与英特尔公司合作，发布了面向5G的下一代IT基带产品
中兴,英特尔,company/company/cooperate,英特尔展示了和中兴通讯合作推出了面向5G的下一代IT基带产品ITBBU
中兴,英特尔,company/company/cooperate,英特尔与诺基亚合作5G产品与运营商合作，在现场我们看到中国电信基于英特尔RSD的NFVi
杰和科技,英特尔,company/company/cooperate,在2016年度中，杰和科技与英特尔保持着紧密的合作
展讯,英特尔,company/company/cooperate,英特尔CEO科再奇认为，SC9861G-IA平台的发布是英特尔与展讯共同合作的重要里程碑
富士康,软银,company/company/cooperate,富士康与软银的合作由来已久，软银的人形机器人Pepper就是由富士康生产
富士康,软银,company/company/cooperate,软银和富士康有着悠久的合作历史
富士康,软银,company/company/cooperate,富士康集团和软银关系紧密，此前已经在许多项目上展开合作
富士康,软银,company/company/cooperate,日本软银集团、中国富士康集团正在全面加深合作关系
富士康,ARM,company/company/cooperate,富士康将在中国深圳市设立一个和ARM合作的芯片设计中心
万合天宜,乐视,company/company/cooperate,"万合天宜与乐视达成正式合作,新项目7月上线"
宝马,永达汽车,company/company/cooperate,"未来,永达汽车将继续与宝马厂方深化更紧密的战略合作伙伴关系"
宝马,丰田,company/company/cooperate,即将推出的宝马 Z5与其平台合作伙伴丰田Supra进行了一次赛车测试
法拉利,壳牌,company/company/cooperate,法拉利跟壳牌就合作了很多年，出厂的新车用的都是壳牌
宝马,王者荣耀,company/company/cooperate,王者荣耀刚刚发不了和宝马合作的消息，同一时间也公布了宝马合作皮肤
宝马,LEGO,company/company/cooperate,宝马首次与LEGO合作，打造出了一款由603个零件组成的经典招牌车型R1200GS
宝马,PSA,company/company/cooperate,PSA集团与宝马集团的很早就合作研发小排量发动机
奥迪,上汽,company/company/cooperate,实际上此次奥迪与上汽的合作引发的经销商抗议博弈风波
奥迪,上汽,company/company/cooperate,上汽在与奥迪的合作项目中，将会探索出一条全新的销售模式，这个模式非常具有创新性和颠覆性
奥迪,保时捷,company/company/cooperate,保时捷公司也会从与奥迪Here的合作中受益
奥迪,上汽,company/company/cooperate,奥迪和上汽的合作也是顺其自然的结果
王者荣耀,BMW,company/company/cooperate,王者荣耀与BMW深度合作，迸发前沿时尚的绝对魅力！
一汽,东风,company/company/cooperate,刚签下战略合作协议的一汽和东风正合适，作为中国汽车行业巨头之二，两者的合作自然是热门话题
一汽,东风,company/company/cooperate,一汽与东风共同创建的“前瞻共性技术创新中心”战略合作框架协议签约仪式在长春举行
一汽,东风,company/company/cooperate,在笔者看来，相比不切实际的合并，一汽和东风的合作更有意义
一汽,东风,company/company/cooperate,一汽和东风合作共建“前瞻共性技术创新中心”是国企弱弱联手的一种探索
日产,东风,company/company/cooperate,东风主要和日产合作
一汽,大众,company/company/cooperate,一汽主要和大众合作
一汽,东风,company/company/cooperate,此次一汽和东风的合作，多年来国内车企技术创新合作或许能够得到进一步推进
一汽,大众,company/company/cooperate,德国大众与一汽的合作可以追溯到上世纪八十年代
奔驰,索伯,company/company/cooperate,八十年代末，奔驰和索伯合作重返耐力赛场
雷克萨斯,Mark Levinson,company/company/cooperate,雷克萨斯也充分认识和认可这一点，所以他们决定要与音响品牌Mark Levinson合作
雷克萨斯,Mark Levinson,company/company/cooperate,Mark Levinson和雷克萨斯从2001年就开始合作
比亚迪,广升,company/company/cooperate,广升作为比亚迪FOTA领域战略合作伙伴应邀出席
比亚迪,滴滴出行,company/company/cooperate,比亚迪将与滴滴出行合作，对司机和乘客均建立激励机制
比亚迪,滴滴,company/company/cooperate,比亚迪宣布“电动·未来”计划，包括与滴滴合作，鼓励用户共享新能源出行等
比亚迪,滴滴,company/company/cooperate,在共享领域，比亚迪计划与滴滴深度合作，在司机和乘客两方面建立激励机制，鼓励用户共享新能源汽车出行
比亚迪,百度,company/company/cooperate,比亚迪与百度合作的无人驾驶车型
比亚迪,滴滴,company/company/cooperate,比亚迪还宣布将进入新能源汽车共享领域，拟与滴滴深度合作
奇瑞,首汽,company/company/cooperate,奇瑞汽车和北京首汽集团签署长期战略合作协议
奇瑞,捷豹路虎,company/company/cooperate,自从捷豹路虎与奇瑞合作实现国产化之后，很多消费者便已开始憧憬能用更加合理的价格拥有一部路虎的场景
奇瑞,中远海运集团,company/company/cooperate,中远海运集团与奇瑞汽车在上海签署战略合作协议，双方一致决定建立全面战略合作伙伴关系
吉利,宝腾,company/company/cooperate,吉利和宝腾的合作完全靠谱
吉利,宝腾,company/company/cooperate,吉利与宝腾合作的方式，就像通用、大众与国内的车企合作一样
,,,
,,,
,,,
阿里,京东,company/company/compete,如果只看交易总额，京东在过去 12 个月的增长虽然放慢了，增长速度还是比阿里高一倍左右
阿里巴巴,京东,company/company/compete,“多快好省”中的这个“快”，原本是京东拿得出来跟阿里巴巴竞争的优势业务，现在它要放弃物流方面的差异化优势来挣钱了
阿里,京东,company/company/compete,阿里将天猫超市定义为与淘宝、天猫、聚划算并列的第四大消费者平台，启动“杭州北京双主场”，直攻京东大本营
阿里,京东,company/company/compete,其中，尤为引人注意的是，刘强东表示，按照京东商城目前的增速水平，京东要在2021年前，超越阿里，成为中国第一大的B2C平台
阿里,京东,company/company/compete,虽然之前数年京东和阿里都展开了针尖对麦芒的激烈竞争，但像这样直言挑战尚属首次
阿里,京东,company/company/compete,京东的步步逼近，对阿里来说无疑是最强的挑战
阿里,京东,company/company/compete,”同时，他还提出未来12年的战略，他表示，京东要在2021年前，超越阿里，成为中国第一大B2C平台
阿里,京东,company/company/compete,刘强东的演讲中还表示京东要在2021年前，超越阿里，成为中国第一大B2C平台
阿里,京东,company/company/compete,12 年，中国互联网是一个大浪淘沙的过程，很多电商风起云涌又很快哨声匿迹，只有京东成为唯一能与阿里分庭抗礼的另一个商业帝国
阿里,京东,company/company/compete,京东创始人刘强东VS阿里创始人马云 　　不少人眼里京东和阿里持续上演着“猫狗大战”，长期的线上商超霸主之争不曾停息
阿里,京东,company/company/compete,截图来自某访谈节目 　　刘强东不光认为阿里巴巴是阻碍京东走向第一的唯一对手，还在公开场合豪言称道：只要有足够的时间，终究有一天京东会超越阿里
阿里,京东,company/company/compete,很多媒体发表出来是说，刘强东说，京东要在2021年超越阿里，也有媒体报道说，刘强东说，京东要在2021年超越阿里天猫
阿里,京东,company/company/compete,人都是要有梦想的，万一实现了呢？ 　　最著名的有两次： 　　在2014年京东上市之前，刘强东接受采访时说，如果我们未来十年，保证像过去一样，用户体验好于阿里，超过它一定是必然的
阿里,京东,company/company/compete,阿里天猫并不存在，京东也没有必要天天提超越，只要自己的事情做好了，什么梦想都会实现
阿里,京东,company/company/compete,回首过去，刘强东表示，2004年进入电商时，京东什么也不是，没人知道，而当时当当、卓越已经拿到C轮融资，阿里也获得雅虎、软银的10亿美金的投资，所有的竞争对手都是大象级别的
阿里,京东,company/company/compete,支付宝危机来了？ 目前马云的淘宝，天猫，阿里巴巴在国内已经是领导者地位，支付宝更是发展宏观，蚂蚁金服现已开始走出欧洲市场，再有支付宝的花呗借呗更是得到广大群众的喜爱，芝麻体系进入各大银行，马云为了推广芝麻体系的产品，联合第三方平台推出阿里掌柜，对于没有借呗的朋友不要担心，芝麻分500以上即可在威信公--众呺上-关注-阿里掌柜，无论是个人还是小型企业都可申请几千到五十万授信，阿里掌柜将新金融的概念更好进行诠释，网友们也极力赞同 京东支付真的能击败支付宝支付吗？你是怎么看的？
阿里,京东,company/company/compete,紧接着阿里、腾讯、百度、中国平安和京东等互联网巨头也开始争夺现货行业的红利
阿里巴巴,京东,company/company/compete,这也意味着，京东届时将全面超过天猫，后者是阿里巴巴旗下的B2C购物平台
阿里巴巴,京东,company/company/compete,京东季度净增长用户已经远超过阿里，京东2016年Q3年活跃用户数增至1.99亿，较去年同期增长57%，季度净增活跃用户1090万，是阿里巴巴的两倍，也应该是首次京东季度新增用户超过阿里巴巴
阿里巴巴,京东,company/company/compete,过去的12年，京东在线上，线下打败竞争对手，包括传统零售巨鳄国美和苏宁，以及现在正在对峙的主要对手阿里巴巴
阿里巴巴,京东,company/company/compete,不过我们今天探讨的是，京东真的能在五年内超越阿里巴巴，成为全国第一的B2C平台吗？其实完全有可能
阿里巴巴,京东,company/company/compete,有一点我们首先得承认，在商品数量与种类方面，阿里巴巴相对于京东而言还是有优势的，作为我国电商行业的鼻祖，光是“双11”当天的资金流水都让任何企业望尘莫及，因此在产品方面是没有太大问题的
阿里巴巴,京东,company/company/compete,“天下武功，无快不破”，京东的快递确实是要甩阿里十几条街的，自建仓储体系，打造直营店铺
阿里巴巴,京东,company/company/compete,以上观点都是为了说明京东有可能超越阿里成为国内B2C第一平台的理由
阿里,京东,company/company/compete,我们要注意的是，不能忽视了阿里的发展，因为阿里不仅仅是一家B2C企业，而是集B2C、文化娱乐、大数据、金融等众多项目于一身的国际性企业，京东想要追赶阿里，B2C方向是在五年内完全有可能的，但总体上，得需要更多的功夫
阿里,京东,company/company/compete,除了带着漂亮媳妇亮相外，刘强东还毫不客气地向阿里下了战书，表示京东要在2021年前，超越阿里，成为中国第一大B2C平台
阿里,京东,company/company/compete,阿里入股苏宁后，天猫在3C家电上大大缩小了与京东的距离，规模也在往上走
阿里,京东,company/company/compete,对手不止阿里 京东东南亚开拓或陷入苦战？    然而，在京东准备深耕细作的东南亚市场上，却不乏来自中国的竞争对手，其中，阿里巴巴在东南亚的布局尤为积极
阿里,京东,company/company/compete,据了解，在去年6月18日，京东正式在俄罗斯设独立站，借此来夺食阿里速卖通在海外占比最大的俄罗斯市场
阿里,京东,company/company/compete,但在阿里豪掷282亿元成为苏宁最大股东后，京东就一直面对天猫/淘宝+苏宁的全方位狙击，尤其是其传统强势的3C品类面临着巨大的压力
阿里,京东,company/company/compete,作为阿里的竞争对手，京东直接将其农村电商战略取名“千县燎原”
阿里巴巴,京东,company/company/compete,在全市场格局上面，阿里巴巴仍然占据农村电商行业的龙头地位，占有率达到了38.8%；排在第二、三位的分别是京东以及抠抠，占有率达到了25.7%和22.6%
蚂蚁金服,京东,company/company/compete,在百度、腾讯、阿里巴巴都有了自己的银行牌照之后，银行牌照缺失的京东金融一直处于体系不完善的状态，金融业务开展也随之落后，更难谈得上与蚂蚁金服竞争
腾讯,阿里,company/company/compete,如同腾讯通过京东紧逼阿里的做法，搜狗也是一家既有自由意志也有他人使命的公司，如果在传统中文搜索市场百度已经建立下了领先优势，那么在升级之后的人工智能搜索方面，二者代差并没有之前的那么大（之前还有了微信搜索和海外搜索）
腾讯,京东,company/company/compete,但支付市场留给京东的空间有多少？在目前的支付市场中，蚂蚁金服的支付宝和腾讯旗下的财付通几乎瓜分了互联网支付市场90%的市场份额
腾讯,京东,company/company/compete,目前市场上类似的黄金投资产品还有支付宝与博时基金合作“存金宝”、诺亚财富与华安基金合作“藏金宝”、京东金融与中信黄金管家合作的“京生金”，以及腾讯自家微众银行的“微众金”等
腾讯,京东,company/company/compete,但支付市场留给京东的空间有多少？在目前的支付市场中，蚂蚁金服的支付宝和腾讯旗下的财付通几乎瓜分了互联网支付市场90%的市场份额
腾讯,网易,company/company/compete,"腾讯和网易(NTESUS)主导了中国的手机游戏产业,预计2016年的市场份额合共超过50%"
百度,搜狗,company/company/compete,所以，王小川在搜狗上市的宣言中，会敢于说：人们不再像以前那样信任百度了，他们将意识到搜狗可以取代百度
百度,搜狗,company/company/compete,在熬了无数个夜晚后，浏览器终于做了出来，两年内帮搜狐拿下了10%的份额，此时的张朝阳对王小川是刮目相看，他将搜狗拆成独立公司，让王小川拥有自己独立的团队，搜狗也因此成为了百度强有力的竞争对手
百度,搜狗,company/company/compete,后来我们反思进行补救做了搜狗，但还是让百度抢先了
百度,搜狗,company/company/compete,另外，虽然百度被舆论批评得最厉害，但点击量依然位于搜狗、神马之前，只是在百度上进行竞价推广比之前更难一些
百度,谷歌,company/company/compete,而在退出中国市场之前，谷歌曾遭遇百度等本土对手的激烈竞争
百度,谷歌,company/company/compete,百度无人驾驶车背后，其高精地图是核心，百度已经自主采集和制作了相当规模的道路数据，为无人驾驶规划和决策提供依据，高清地图作为无人驾驶技术的重中之重，谷歌、HERE和百度等企业都斥巨资，且投入大量精力，均希望能掌握无人驾驶汽车行业的话语权乃至主导权
百度,谷歌,company/company/compete,自从谷歌在七年前退出中国后，百度在国内已没有对手
百度,谷歌,company/company/compete,车联网等软件应用正在越来越深入地影响到汽车产业，逐渐融入汽车产业各环节，如，从最初通用汽车公司的“安吉星”系统，到英特尔和福特公司的Mobii系统、谷歌公司的AndroidAuto车载智能系统，再到苹果公司Carplay和百度公司CarLife车联网解决方案，上述以互联网+软件的系统，都意图在智能汽车领域形成“入口”和“卡位”优势，成为抢占市场制高点的竞争利器
百度,谷歌,company/company/compete,此外，第三方百度手机助手、360手机助手、腾讯应用宝等更是占据了Android应用分发七成以上市场份额，这也是为何谷歌急于Play商店先回归中国市场的重要原因之一
百度,谷歌,company/company/compete,我们无法要求百度像谷歌那样在短期内拿出“阿尔法狗”这样的黑科技，而且李彦宏自己也对百度未来在人工智能领域的发展做出了评断：“人工智能时代的思维逻辑、思维方式应该变成什么样子，现在还不是很清晰，这对任何公司来说都一样
百度,谷歌,company/company/compete,1如何构造未来的业务 　　作为一个希望走向“伟大”的互联网企业，总是在外界被人与谷歌比较，对于百度来说并不是一件愉快的事情
百度,谷歌,company/company/compete,不止某一瞬间，当我每次打开网页，我觉得百度好像变了，变得封闭、变得世俗……总之，它和我心中那个誓要“超越谷歌”的公司越来越远
百度,360,company/company/compete,360的入口能力非常强，但它缺乏搜狗的技术能力和搜索引擎这种变现工具，如果它拥有搜狗，把两者的能力结合起来，再加上360安全软件的定位以及独特的“商业手段”，对百度能够形成不小的威胁
百度,360,company/company/compete,360依靠浏览器的布局曾经抢下一些搜索的份额，但离撼动百度的搜索业务和商业收入还差了100个王小川
百度,360,company/company/compete,搜狗、360等即便搜索返回结果，比百度更精准10%乃至20%，都难以撼动百度在搜索市场中说一不二的地位
华为,小米,company/company/compete,2016年国内手机厂商出货量前5名分别是OPPO、华为、vivo、苹果、小米，其中OPPO、华为、vivo相比2015年都实现了销量增长，而苹果小米则都出现的销量下滑，其中小米下滑幅度最大，销量同比下降36%
华为,小米,company/company/compete,因此小米与 OPPO、华为、vivo 的竞争关系也广受人们关注
华为,小米,company/company/compete,关于小米与OPPO、华为、vivo的竞争关系也由此成为现场提问的重要关注点
华为,诺基亚,company/company/compete,但诺基亚的竞争对手爱立信、华为、中兴都在发力 4G 到 5G 的过渡产品，而且这种竞争已经日趋白热化
华为,中兴,company/company/compete,2. 运营业务差距悬殊 中兴与华为的运营商板块的业务收入判若天渊，是二者的主要差距所在
华为,苹果,company/company/compete,除了在国内市场与竞争对手的竞争外，华为也在全球市场与三星和苹果进行竞争，大举投资进行营销宣传工作，特别是它与三星的竞争，广告营销战可谓在全球开打，进行针锋相对的广告牌争夺战，这也造成了它的成本增长
华为,vivo,company/company/compete,在OPPO和vivo的激烈竞争下，华为去年投入了大量资源与OPPO和vivo竞争
华为,vivo,company/company/compete,同样来自Canalys的数据显示，在国内市场上，华为以全年7617万的出货量领先第二名OPPO和第三名vivo占据了第一的位置
OPPO,vivo,company/company/compete,在OPPO和vivo的激烈竞争下，华为去年投入了大量资源与OPPO和vivo竞争
OPPO,vivo,company/company/compete,OPPO手机出货量为9940万，vivo手机出货量为7730万
OPPO,vivo,company/company/compete,明年华为、小米、魅族、OPPO、vivo、金立等将会更加注重渠道品牌建设，竞争也会更为竞争
OPPO,LG,company/company/compete,中国的OPPO、vivo、华为、小米等，在中国本土市场已全面超越了LG，甚至在国外也已超越
苹果,三星,company/company/compete,而作为三星的竞争对手，苹果仍未向印引进自家的支付服务Apple Pay
三星,LG,company/company/compete,之前我们看到消息称三星为了给Galaxy S8配备骁龙835，几乎包含了高通首批的所有产能，而这就导致了像LG和HTC这样的竞争对手根本没有产品可用
三星,LG,company/company/compete,而LG的竞争对手三星SDI，也已经公布了可以支持20分钟极速充电，行使600km的电池新技术
三星,LG,company/company/compete,三星不得不寻求与其韩国竞争对手LG合作，向LG购买大型液晶面板
三星,vivo,company/company/compete,vivo Xplay6采用了双曲面屏设计，这个设计在国产自主品牌手机中属于难得一见的设计，也算是吸引消费者的一方面，跟三星双曲面手机形成直接竞争关系
三星,乐金电子,company/company/compete,在高端机种部分，三星电子新推出的量子点电视与乐金电子的 OLED 电视竞争将持续延烧
三星,苹果,company/company/compete,作为苹果一个不可忽视的竞争对手三星，在其 Galaxy S7 Edge 上就率先利用上了曲屏技术，而下一代的 iPhone 很大几率会用上这种技术的屏幕
三星,苹果,company/company/compete,《数字时报》指出，三星的竞争对手——苹果、LG及微软也申请了折叠式手机技术专利
三星,苹果,company/company/compete,2011年以来，苹果和三星一直是全球数一数二的品牌，且一直没有强劲的第三大竞争对手，因此拥有相当可观的利润率
三星,苹果,company/company/compete,三星表现不佳“助”苹果一家独大 苹果的高比例市场份额还跟竞争对手三星的表现不佳有关
三星,苹果,company/company/compete,欧洲市场的份额已达到第三名，与三星和苹果的竞争进入白热化阶段，运营成本必然会进一步上升；美国市场由于众所周知的原因短期内难有进展，主要是投入而收入增长困难；印度市场虽然这几年都说要强化攻势，但是从去年其在印度市场远远落后于vivo、小米、联想和OPPO的情况来看，今年要取得一定的成绩只能加大投入
三星,索尼,company/company/compete,这家日本品牌公司将着力引进大尺寸有机发光二极管（OLED）电视技术，并在OLED电视机中应用了先进的in-house音视频技术，索尼将成为三星等公司在高端显示器市场上强有力的竞争对手
三星,Oculus,company/company/compete,但是总总迹象表明在面对索尼PS VR、HTC Vive和三星Gear VR的竞争时，Oculus已经失去了此前的优势
大众汽车,福特,company/company/compete,而福特、丰田等车企将工厂搬迁至美国会给大众汽车带来不利的竞争环境
通用,福特,company/company/compete,通用的竞争对手福特公司此前也已经表示，计划在2020年末在底特律郊区工厂开始制造首批无人驾驶汽车，并在2021年部署到按需共乘服务中
通用,福特,company/company/compete,通用的野心 与通用公司隔城相望的竞争对手——福特汽车，表示他们计划于 2020 年晚些时候在其底特律的工厂生产出第一辆自动驾驶汽车，并将于 2021 年部署在共享出行车队中
雪铁龙,标志,company/company/compete,雪铁龙C3-XR 推荐车型：2015款 1.6L 自动先锋型 在国内主流合资家用品牌当中，雪铁龙的表现一直较低调，产品竞争力相对要差些，于去年12月份才推出了旗下首款SUV车型C3-XR，它与标致2008同平台，推出脚步上明显晚了别人一大截，一上市就得面临翼搏、昂科拉、创酷、现代ix25等强劲对手，具有竞争优势的是主流水平的乘坐空间，加速有底气的1.6THP发动机和动态舒适性的底盘，虽然全系没有四驱车型，但是C3-XR的高配车型上却带有多路况适应系统，有公路、雪地和泥地等5种驾驶模式，对通过性能有很大的帮助
雪铁龙,大众,company/company/compete,在几个竞争对手当中，东风雪铁龙的C6和大众迈腾、别克君越形成了最直接的竞争，它们都有着豪华感很强的内饰，非常舒适的底盘和悬架表现
雪铁龙,别克,company/company/compete,在几个竞争对手当中，东风雪铁龙的C6和大众迈腾、别克君越形成了最直接的竞争，它们都有着豪华感很强的内饰，非常舒适的底盘和悬架表现
雪铁龙,雷诺,company/company/compete,收购通用汽车旗下的欧宝(Opel)和沃克斯豪尔(Vauxhall)品牌，将为标致雪铁龙集团赢得欧洲乘用车市场16.3%的份额，使其超越法国竞争对手雷诺汽车跃居第二，仅次于德国大众汽车
雪铁龙,欧宝,company/company/compete,法国的汽车生产巨头标致雪铁龙集团已经正式表明了想要收购其在德国地区汽车市场的竞争对手——欧宝集团的意向
雪铁龙,福特,company/company/compete,与市场上同属7座SUV的竞争对手福特锐界相比，雪铁龙全新SUV发动机排量较小，动力输出稍逊
福特,雪佛兰,company/company/compete,除了福特会推出F-150猛禽来布局中国高端皮卡市场以外，在北美市场同样热销的雪佛兰索罗德以及库罗德也会在今年引入国内，届时F-150猛禽将与雪佛兰索罗德展开竞争
福特,汉兰达,company/company/compete,国产福特全新锐界上市已有一段时间，作为目前汉兰达最强劲的竞争对手，福特锐界各种高科技配置加身，加上福特品牌一贯的运动化调教，更受到年轻人的青睐
奥迪,凯迪拉克,company/company/compete,横向对比许多二线豪华中型车，同样全系搭载2.0T发动机，但动力比全新奥迪A4L高出一截的凯迪拉克ATS-L（最大马力为279Ps）与全新奥迪A4L有着异曲同工的竞争力
奥迪,DSI,company/company/compete,近日，DS品牌宣布将发布一款全新旗舰车型，新车定位于中型SUV，并正式命名为DS 7 CROSSBACK，上市之后将于奥迪Q5、宝马X3等同级别车型进行竞争
奥迪,DSI,company/company/compete,现在中型SUV确实是一个非常有潜力的细分市场，DS投产中型SUV也能够丰富其产品线，有利于DS的产品布置战略，但将DS 7 CROSSBACK的竞争对手定为宝马X3、奥迪Q5，不知是因为DS头脑过热还是自信过度，竟想与这个级别的品牌进行争夺
奥迪,宝马,company/company/compete,在2017北美车展上，奥迪正式发布了Q8概念车，其定位为一款Coupe型SUV，未来量产后的竞争对手将直指宝马X6等
奥迪,宝马,company/company/compete,奥迪A6L的质量排在了主要竞争对手宝马5系（173个）之后，其销量也被宝马5系所超越，2016年的销量达到了13万辆，月均超过1万辆
奥迪,宝马,company/company/compete,《汽车族》的评选在2010年开创了先河，而轿车组别大奖得主BMW5系Li恰好正是一汽-大众全新奥迪A6L的主要竞争对手
奥迪,宝马,company/company/compete,17款奥迪Q7无论是造型、配置还是技术，它都有了很大的进步，在未来与奔驰M级、宝马X5之间激烈的竞争是不可避免了
奥迪,宝马,company/company/compete,去年奥迪在华销量增长率仅为3.7%，远低于竞争对手宝马、奔驰的两位数增幅
奥迪,宝马,company/company/compete,而与最直接的竞争对手宝马X1相比，奥迪Q3则是要整整小了一圈
奥迪,宝马,company/company/compete,与自动变速箱成功牵手 奥迪在普通车领域内做的风生水起，但是面对奔驰S以及宝马7系这样的竞争对手，奥迪只能被动挨打
奥迪,宝马,company/company/compete,奥迪A4L也算是国内B级豪华车里的常青树，销量一直非常稳定，即便是上有降级竞争的雷克萨斯ES、皇冠，下有同级的宝马三系等对手，A4L的表现依然非常稳健，2016年12月销量突破1万辆，相比11月销量增长了近2000辆，排名也从第七升至第四，A4L的热销离不开降价的策略，面对争相推出新车的竞争对手，A4L在2017年2月最高优惠幅度达到15万元，非常值得低价入手
奥迪,宝马,company/company/compete,价格现在还没公布，17款奥迪A6L要等到过几天的广州车展上才会上市，而它最直接的竞争对手就是宝马530Le了，17款奥迪A6L不过A6L e-tron只会特供中国，国外是见不到的
奥迪,宝马,company/company/compete,2016款奥迪Q7现车热销全国，Q7钜惠来袭，全城期待纵横驰骋，新车无论是造型、配置还是技术，它都有了很大的进步，在未来与奔驰M级、宝马X5之间激烈的竞争是不可避免了
奥迪,宝马,company/company/compete,所以奥迪新款RS3纵然有着现在独孤求败一般的动力数据，但是竞争对手依然存在，在我看来宝马M2应该是未来中国市场中最直接的竞争对手
奥迪,宝马,company/company/compete,宝马1系三厢版预售价格也已经公布，20.5万元的预售价比同级别竞争车型略高，但是整体配置相对豪华，在紧凑级三厢版车型中奥迪A3 Limousine应该会与宝马1系三厢版车型直接竞争
奥迪,宝马,company/company/compete,奥迪Q3全身尺寸长宽高分别为：4385mm x 1831mm x1608mm，轴距长度则为2603mm，与竞争对手宝马X1相比，在长度与轴距上略显不足之外，车身高度与宽度则较为出众，为整车视野与横向空间奠定了良好基础
奥迪,宝马,company/company/compete,全新奥迪A6L24小时购车热线：182-1087-1569 吴经理恭迎您到店赏车        全新A6L的长、宽、高为：5015mm×1874mm×1455mm，购车热线：18210871569 吴经理国内在售的宝马新5系和奔驰E级轴距分别为3108mm、3014mm，作为它们最强的竞争对手，新一代奥迪A6L的轴距突破3000mm达到了3012mm，比现款车型增加了67mm，比海外标准轴距版（2910mm）加长102mm
奥迪,宝马,company/company/compete,据悉，奥迪 Q8 预计将于 2018 年正式上市，作为奥迪未来的新旗舰车型，Q8 将具有更大的空间和更高的科技水平，在将来与宝马 X7 等车型的竞争上，也更有竞争力
奥迪,宝马,company/company/compete,《汽车族》的评选在2010年开创了先河，而轿车组别大奖得主BMW5系Li恰好正是一汽-大众全新奥迪A6L的主要竞争对手
奥迪,宝马,company/company/compete,作为豪华车市场中的一员，奥迪新款A8L最直接的竞争对手便是宝马7系，如何赢得各位老板的青睐？设计风格、做工用料、品牌形象，以及最终定价都得满足他们挑剔的眼光...... 北京宝立嘉业全体员工期待您的光临，您的满意是我们服务的宗旨！ 营业时间:周一至周日（8:30—17:30） 《诚信企业》 《诚信营销》 《榜样企业》 厂家直销，价格优惠，现车充足，颜色齐全，可走全国，全国联保！ 购车当天我们会为您提供正规发票合格证保养手册信息表使用说明书等齐全手续 市场价格有波动，具体价格以到店当日市场行情为准
奥迪,宝马,company/company/compete,以一月的销售数据为例，奥迪品牌在华销量仅为3.52万，同比下跌35.3%， 已明显落后于竞争对手宝马
奥迪,宝马,company/company/compete,这样的外观设计也符合新车的产品定位，因为未来奥迪Q8的竞争对手正是宝马X6
奥迪,宝马,company/company/compete,目前，海外媒体再曝光了一组奥迪Q8的路试谍照，其预计将于2018年对外发布，未来竞争对手将直接瞄准宝马X6（参配、图片、询价） 和奔驰GLE Coupe等车型
奥迪,宝马,company/company/compete,天津现车销售卓而不凡越野车疯狂抢购，超值爆惠限时秒杀，2017款奥迪Q7新车无论是造型、配置还是技术，它都有了很大的进步，在未来与奔驰M级、宝马X5之间激烈的竞争是不可避免了
奥迪,大众,company/company/compete,大众途昂计划在今年3月正式上市，在上市后将于奥迪Q7相互竞争，但大众途昂价格定位亲民，或将35万元起售，这样的价格定位真的要碾压同级别奥迪Q7
奔驰,雷克萨斯,company/company/compete,从上面的尺寸对比可以看到，除了基于非承载车身打造的雷克萨斯LX轴距尺寸落后比较明显之外，奔驰GLS和它的两位小伙伴儿身材相差不多，在空间硬参数难分高下的情况下，车内氛围实际感受、配置侧重方向以及人性化设计就成为这一细分市场的竞争要点，相比竞争对手-奔驰C级，在价格上会有一定的优势
奔驰,别克,company/company/compete,对于MPV车型，由于其舒适性、私密性和安全性，逐渐得到更多消费者的偏爱，而奔驰唯雅诺凭借其3200mm超长轴距，出色的安全性能以及至谨工艺，在与别克GL8的竞争中脱颖而出，成为MPV市场的佼佼者
